Date,raceId,driverId,Race,Driver Name,constructorId,Racing Team,Race Results,grid,points,laps,Pit Stop (Seconds),fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,Status,Win,Top 10 Grid,Finished Race,Pit Stop less than 30 Seconds
9/4/2022,1088,4,Dutch Grand Prix,alonso,214,Alpine F1 Team,6,13,8,72,56.841,51,4,0.000858148,206.792,1,Finished,0,0,1,0
9/4/2022,1088,846,Dutch Grand Prix,norris,1,McLaren,7,7,6,72,61.684,63,8,0.000864653,205.236,1,Finished,0,1,1,0
9/4/2022,1088,832,Dutch Grand Prix,sainz,6,Ferrari,8,3,4,72,70.362,63,7,0.000863924,205.409,1,Finished,0,1,1,0
9/4/2022,1088,839,Dutch Grand Prix,ocon,214,Alpine F1 Team,9,12,2,72,55.098,64,11,0.000869028,204.203,1,Finished,0,0,1,0
9/4/2022,1088,840,Dutch Grand Prix,stroll,117,Aston Martin,10,10,1,72,73.678,65,10,0.000868553,204.314,1,Finished,0,0,1,0
9/4/2022,1088,842,Dutch Grand Prix,gasly,213,AlphaTauri,11,11,0,72,70.034,65,12,0.000869965,203.983,1,Finished,0,0,1,0
9/4/2022,1088,848,Dutch Grand Prix,albon,3,Williams,12,15,0,72,73.858,65,15,0.000874236,202.986,1,Finished,0,0,1,0
9/4/2022,1088,854,Dutch Grand Prix,mick_schumacher,210,Haas F1 Team,13,8,0,72,83.054,51,13,0.000870752,203.798,1,Finished,0,1,1,0
9/4/2022,1088,20,Dutch Grand Prix,vettel,117,Aston Martin,14,19,0,72,74.605,50,9,0.000866458,204.808,1,Finished,0,0,1,0
9/4/2022,1088,825,Dutch Grand Prix,kevin_magnussen,210,Haas F1 Team,15,18,0,72,82.333,53,14,0.000872326,203.431,1,Finished,0,0,1,0
9/4/2022,1088,855,Dutch Grand Prix,zhou,51,Alfa Romeo,16,14,0,72,79.297,63,17,0.000878935,201.901,1,Finished,0,0,1,0
9/4/2022,1088,817,Dutch Grand Prix,ricciardo,1,McLaren,17,17,0,72,93.619,52,16,0.000874734,202.871,1,Finished,0,0,1,0
9/4/2022,1088,849,Dutch Grand Prix,latifi,3,Williams,18,20,0,71,75.527,62,18,0.000880394,201.567,11,+1 Lap,0,0,0,0
9/4/2022,1088,822,Dutch Grand Prix,bottas,51,Alfa Romeo,19,16,0,53,40.79,51,19,0.000889398,199.526,5,Engine,0,0,0,0
9/4/2022,1088,852,Dutch Grand Prix,tsunoda,213,AlphaTauri,20,9,0,43,90.751,16,20,0.000892801,198.765,24,Differential,0,1,0,0
8/28/2022,1087,830,Belgian Grand Prix,max_verstappen,9,Red Bull,1,14,26,44,45.204,32,1,0.001265671,230.575,1,Finished,1,0,1,0
8/28/2022,1087,815,Belgian Grand Prix,perez,9,Red Bull,2,2,18,44,44.999,29,3,0.001281991,227.64,1,Finished,0,1,1,0
8/28/2022,1087,832,Belgian Grand Prix,sainz,6,Ferrari,3,1,15,44,45.293,32,7,0.00129603,225.174,1,Finished,0,1,1,0
8/28/2022,1087,847,Belgian Grand Prix,russell,131,Mercedes,4,5,12,44,45.802,31,4,0.001282326,227.581,1,Finished,0,1,1,0
8/28/2022,1087,4,Belgian Grand Prix,alonso,214,Alpine F1 Team,5,3,10,44,46.595,35,13,0.001306343,223.397,1,Finished,0,1,1,0
8/28/2022,1087,844,Belgian Grand Prix,leclerc,6,Ferrari,6,15,8,44,70.721,44,2,0.001272963,229.255,1,Finished,0,0,1,0
8/28/2022,1087,839,Belgian Grand Prix,ocon,214,Alpine F1 Team,7,16,6,44,47.002,36,6,0.001293021,225.698,1,Finished,0,0,1,0
8/28/2022,1087,20,Belgian Grand Prix,vettel,117,Aston Martin,8,10,4,44,46.055,40,11,0.001302257,224.098,1,Finished,0,0,1,0
8/28/2022,1087,842,Belgian Grand Prix,gasly,213,AlphaTauri,9,0,2,44,45.399,24,15,0.001307894,223.132,1,Finished,0,1,1,0
8/28/2022,1087,848,Belgian Grand Prix,albon,3,Williams,10,6,1,44,47.749,28,16,0.001308507,223.027,1,Finished,0,1,1,0
8/28/2022,1087,840,Belgian Grand Prix,stroll,117,Aston Martin,11,9,0,44,46.904,29,14,0.001306481,223.373,1,Finished,0,1,1,0
8/28/2022,1087,846,Belgian Grand Prix,norris,1,McLaren,12,17,0,44,46.596,31,5,0.001292569,225.777,1,Finished,0,0,1,0
8/28/2022,1087,852,Belgian Grand Prix,tsunoda,213,AlphaTauri,13,0,0,44,54.308,32,10,0.001301343,224.255,1,Finished,0,1,1,0
8/28/2022,1087,855,Belgian Grand Prix,zhou,51,Alfa Romeo,14,18,0,44,47.108,30,9,0.001299965,224.493,1,Finished,0,0,1,0
8/28/2022,1087,817,Belgian Grand Prix,ricciardo,1,McLaren,15,7,0,44,46.231,34,17,0.001308796,222.978,1,Finished,0,1,1,0
8/28/2022,1087,825,Belgian Grand Prix,kevin_magnussen,210,Haas F1 Team,16,12,0,43,50.211,29,18,0.001311713,222.482,11,+1 Lap,0,0,0,0
8/28/2022,1087,854,Belgian Grand Prix,mick_schumacher,210,Haas F1 Team,17,19,0,43,49.14,35,12,0.001303773,223.837,11,+1 Lap,0,0,0,0
8/28/2022,1087,849,Belgian Grand Prix,latifi,3,Williams,18,11,0,43,83.407,38,8,0.001299259,224.615,11,+1 Lap,0,0,0,0
8/28/2022,1087,822,Belgian Grand Prix,bottas,51,Alfa Romeo,19,13,0,1,0,0,0,0,0,3,Accident,0,0,0,1
8/28/2022,1087,1,Belgian Grand Prix,hamilton,131,Mercedes,20,4,0,0,0,0,0,0,0,130,Collision damage,0,1,0,1
7/31/2022,1086,830,Hungarian Grand Prix,max_verstappen,9,Red Bull,1,10,25,70,42.579,45,6,0.000950532,192.041,1,Finished,1,0,1,0
7/31/2022,1086,1,Hungarian Grand Prix,hamilton,131,Mercedes,2,7,19,70,43.794,57,1,0.000941968,193.787,1,Finished,0,1,1,0
7/31/2022,1086,847,Hungarian Grand Prix,russell,131,Mercedes,3,1,15,70,44.506,57,9,0.00095794,190.556,1,Finished,0,1,1,0
7/31/2022,1086,832,Hungarian Grand Prix,sainz,6,Ferrari,4,2,12,70,46.276,51,4,0.000949074,192.336,1,Finished,0,1,1,0
7/31/2022,1086,815,Hungarian Grand Prix,perez,9,Red Bull,5,11,10,70,42.285,44,3,0.00094838,192.477,1,Finished,0,0,1,0
7/31/2022,1086,844,Hungarian Grand Prix,leclerc,6,Ferrari,6,3,8,70,65.291,57,2,0.000944699,193.227,1,Finished,0,1,1,0
7/31/2022,1086,846,Hungarian Grand Prix,norris,1,McLaren,7,4,6,70,45.422,47,11,0.000961146,189.92,1,Finished,0,1,1,0
7/31/2022,1086,4,Hungarian Grand Prix,alonso,214,Alpine F1 Team,8,6,4,69,22.083,47,18,0.000971979,187.804,11,+1 Lap,0,1,0,1
7/31/2022,1086,839,Hungarian Grand Prix,ocon,214,Alpine F1 Team,9,5,2,69,23.581,60,20,0.000973947,187.424,11,+1 Lap,0,1,0,1
7/31/2022,1086,20,Hungarian Grand Prix,vettel,117,Aston Martin,10,18,1,69,46.432,51,10,0.000958611,190.423,11,+1 Lap,0,0,0,0
7/31/2022,1086,840,Hungarian Grand Prix,stroll,117,Aston Martin,11,14,0,69,43.394,51,7,0.000954132,191.317,11,+1 Lap,0,0,0,0
7/31/2022,1086,842,Hungarian Grand Prix,gasly,213,AlphaTauri,12,0,0,69,43.164,58,14,0.000962951,189.564,11,+1 Lap,0,1,0,0
7/31/2022,1086,855,Hungarian Grand Prix,zhou,51,Alfa Romeo,13,12,0,69,50.539,58,5,0.00094941,192.268,11,+1 Lap,0,0,0,0
7/31/2022,1086,854,Hungarian Grand Prix,mick_schumacher,210,Haas F1 Team,14,15,0,69,45.519,50,13,0.000962396,189.674,11,+1 Lap,0,0,0,0
7/31/2022,1086,817,Hungarian Grand Prix,ricciardo,1,McLaren,15,9,0,69,43.079,63,17,0.000968218,188.533,11,+1 Lap,0,1,0,0
7/31/2022,1086,825,Hungarian Grand Prix,kevin_magnussen,210,Haas F1 Team,16,13,0,69,75.998,37,15,0.000966563,188.856,11,+1 Lap,0,0,0,0
7/31/2022,1086,848,Hungarian Grand Prix,albon,3,Williams,17,17,0,69,77.338,43,12,0.000961192,189.911,11,+1 Lap,0,0,0,0
7/31/2022,1086,849,Hungarian Grand Prix,latifi,3,Williams,18,19,0,69,73.094,60,8,0.000954606,191.221,11,+1 Lap,0,0,0,0
7/31/2022,1086,852,Hungarian Grand Prix,tsunoda,213,AlphaTauri,19,16,0,68,65.721,58,16,0.000966875,188.795,12,+2 Laps,0,0,0,0
7/31/2022,1086,822,Hungarian Grand Prix,bottas,51,Alfa Romeo,20,8,0,65,22.272,60,19,0.000972245,187.752,131,Power Unit,0,1,0,1
7/24/2022,1085,830,French Grand Prix,max_verstappen,9,Red Bull,1,2,25,53,35.266,30,2,0.001128368,215.724,1,Finished,1,1,1,0
7/24/2022,1085,1,French Grand Prix,hamilton,131,Mercedes,2,4,18,53,37.189,30,4,0.001130417,215.333,1,Finished,0,1,1,0
7/24/2022,1085,847,French Grand Prix,russell,131,Mercedes,3,6,15,53,38.277,51,3,0.001129028,215.598,1,Finished,0,1,1,0
7/24/2022,1085,815,French Grand Prix,perez,9,Red Bull,4,3,12,53,38.061,45,5,0.001131713,215.086,1,Finished,0,1,1,0
7/24/2022,1085,832,French Grand Prix,sainz,6,Ferrari,5,19,11,53,83.75,51,1,0.001108576,219.575,1,Finished,0,0,1,0
7/24/2022,1085,4,French Grand Prix,alonso,214,Alpine F1 Team,6,7,8,53,36.524,53,8,0.001136111,214.254,1,Finished,0,1,1,0
7/24/2022,1085,846,French Grand Prix,norris,1,McLaren,7,5,6,53,37.539,43,11,0.001146262,212.356,1,Finished,0,1,1,0
7/24/2022,1085,839,French Grand Prix,ocon,214,Alpine F1 Team,8,10,4,53,44.747,53,9,0.001142176,213.116,1,Finished,0,0,1,0
7/24/2022,1085,817,French Grand Prix,ricciardo,1,McLaren,9,9,2,53,36.264,27,14,0.001147373,212.151,1,Finished,0,1,1,0
7/24/2022,1085,840,French Grand Prix,stroll,117,Aston Martin,10,15,1,53,39.844,52,15,0.001147975,212.04,1,Finished,0,0,1,0
7/24/2022,1085,20,French Grand Prix,vettel,117,Aston Martin,11,12,0,53,36.671,43,12,0.001146343,212.341,1,Finished,0,0,1,0
7/24/2022,1085,842,French Grand Prix,gasly,213,AlphaTauri,12,14,0,53,35.969,53,10,0.001143356,212.896,1,Finished,0,0,1,0
7/24/2022,1085,848,French Grand Prix,albon,3,Williams,13,13,0,53,37.38,53,16,0.001148137,212.01,1,Finished,0,0,1,0
7/24/2022,1085,822,French Grand Prix,bottas,51,Alfa Romeo,14,11,0,53,74.375,52,6,0.001133831,214.685,1,Finished,0,0,1,0
7/24/2022,1085,854,French Grand Prix,mick_schumacher,210,Haas F1 Team,15,17,0,53,73.707,48,13,0.00114662,212.29,1,Finished,0,0,1,0
7/24/2022,1085,855,French Grand Prix,zhou,51,Alfa Romeo,16,16,0,47,87.234,25,18,0.001150093,211.649,16,+6 Laps,0,0,0,0
7/24/2022,1085,849,French Grand Prix,latifi,3,Williams,17,18,0,40,74.439,40,19,0.001153356,211.05,130,Collision damage,0,0,0,0
7/24/2022,1085,825,French Grand Prix,kevin_magnussen,210,Haas F1 Team,18,20,0,37,73.182,11,17,0.0011489,211.869,130,Collision damage,0,0,0,0
7/24/2022,1085,844,French Grand Prix,leclerc,6,Ferrari,19,1,0,17,0,4,7,0.001135278,214.411,3,Accident,0,1,0,1
7/24/2022,1085,852,French Grand Prix,tsunoda,213,AlphaTauri,20,8,0,17,37.648,4,20,0.001159907,209.858,140,Undertray,0,1,0,0
7/10/2022,1084,844,Austrian Grand Prix,leclerc,6,Ferrari,1,2,25,71,64.501,62,2,0.000782211,230.01,1,Finished,1,1,1,0
7/10/2022,1084,830,Austrian Grand Prix,max_verstappen,9,Red Bull,2,1,19,71,64.785,62,1,0.000778646,231.063,1,Finished,0,1,1,0
7/10/2022,1084,1,Austrian Grand Prix,hamilton,131,Mercedes,3,8,15,71,45.723,63,5,0.000798611,225.286,1,Finished,0,1,1,0
7/10/2022,1084,847,Austrian Grand Prix,russell,131,Mercedes,4,4,12,71,59.932,61,6,0.000799479,225.042,1,Finished,0,1,1,0
7/10/2022,1084,839,Austrian Grand Prix,ocon,214,Alpine F1 Team,5,6,10,71,43.864,62,10,0.000805081,223.476,1,Finished,0,1,1,0
7/10/2022,1084,854,Austrian Grand Prix,mick_schumacher,210,Haas F1 Team,6,9,8,70,45,50,11,0.000805845,223.264,11,+1 Lap,0,1,0,0
7/10/2022,1084,846,Austrian Grand Prix,norris,1,McLaren,7,10,6,70,50.008,62,8,0.00080213,224.298,11,+1 Lap,0,0,0,0
7/10/2022,1084,825,Austrian Grand Prix,kevin_magnussen,210,Haas F1 Team,8,7,4,70,44.293,61,14,0.000809468,222.265,11,+1 Lap,0,1,0,0
7/10/2022,1084,817,Austrian Grand Prix,ricciardo,1,McLaren,9,11,2,70,43.245,61,13,0.000809306,222.309,11,+1 Lap,0,0,0,0
7/10/2022,1084,4,Austrian Grand Prix,alonso,214,Alpine F1 Team,10,19,1,70,67.631,62,3,0.000793495,226.739,11,+1 Lap,0,0,0,0
7/10/2022,1084,822,Austrian Grand Prix,bottas,51,Alfa Romeo,11,0,0,70,46.955,61,7,0.00080169,224.421,11,+1 Lap,0,1,0,0
7/10/2022,1084,848,Austrian Grand Prix,albon,3,Williams,12,15,0,70,44.423,60,12,0.000806354,223.123,11,+1 Lap,0,0,0,0
7/10/2022,1084,840,Austrian Grand Prix,stroll,117,Aston Martin,13,12,0,70,43.383,64,17,0.000810741,221.916,11,+1 Lap,0,0,0,0
7/10/2022,1084,855,Austrian Grand Prix,zhou,51,Alfa Romeo,14,13,0,70,51.564,50,9,0.000803009,224.053,11,+1 Lap,0,0,0,0
7/10/2022,1084,842,Austrian Grand Prix,gasly,213,AlphaTauri,15,14,0,70,50.334,61,18,0.000811389,221.739,11,+1 Lap,0,0,0,0
7/10/2022,1084,852,Austrian Grand Prix,tsunoda,213,AlphaTauri,16,16,0,70,43.268,62,16,0.000810451,221.995,11,+1 Lap,0,0,0,0
7/10/2022,1084,20,Austrian Grand Prix,vettel,117,Aston Martin,17,18,0,70,43.695,62,15,0.000810197,222.065,11,+1 Lap,0,0,0,0
7/10/2022,1084,832,Austrian Grand Prix,sainz,6,Ferrari,18,3,0,56,42.704,55,4,0.000794549,226.438,131,Power Unit,0,1,0,0
7/10/2022,1084,849,Austrian Grand Prix,latifi,3,Williams,19,17,0,48,42.928,14,19,0.000820486,219.28,140,Undertray,0,0,0,0
7/10/2022,1084,815,Austrian Grand Prix,perez,9,Red Bull,20,5,0,24,23.681,5,20,0.000831516,216.371,130,Collision damage,0,1,0,1
7/3/2022,1083,832,British Grand Prix,sainz,6,Ferrari,1,1,25,52,3088.761,44,2,0.001051076,233.53,1,Finished,1,1,1,0
7/3/2022,1083,815,British Grand Prix,perez,9,Red Bull,2,4,18,52,3100.229,47,3,0.001052512,233.212,1,Finished,0,1,1,0
7/3/2022,1083,1,British Grand Prix,hamilton,131,Mercedes,3,5,16,52,3105.721,52,1,0.001047569,234.312,1,Finished,0,1,1,0
7/3/2022,1083,844,British Grand Prix,leclerc,6,Ferrari,4,3,12,52,3065.165,52,4,0.001056505,232.33,1,Finished,0,1,1,0
7/3/2022,1083,4,British Grand Prix,alonso,214,Alpine F1 Team,5,7,10,52,3113.274,47,5,0.001060289,231.501,1,Finished,0,1,1,0
7/3/2022,1083,846,British Grand Prix,norris,1,McLaren,6,6,8,52,3100.821,47,6,0.001060706,231.41,1,Finished,0,1,1,0
7/3/2022,1083,830,British Grand Prix,max_verstappen,9,Red Bull,7,2,6,52,3124.723,44,8,0.001068912,229.633,1,Finished,0,1,1,0
7/3/2022,1083,854,British Grand Prix,mick_schumacher,210,Haas F1 Team,8,19,4,52,3125.153,48,7,0.001066076,230.244,1,Finished,0,0,1,0
7/3/2022,1083,20,British Grand Prix,vettel,117,Aston Martin,9,18,2,52,3125.687,52,10,0.001070266,229.343,1,Finished,0,0,1,0
7/3/2022,1083,825,British Grand Prix,kevin_magnussen,210,Haas F1 Team,10,17,1,52,3093.086,52,12,0.001072465,228.872,1,Finished,0,0,1,0
7/3/2022,1083,840,British Grand Prix,stroll,117,Aston Martin,11,20,0,52,3127.429,52,9,0.001069201,229.571,1,Finished,0,0,1,0
7/3/2022,1083,849,British Grand Prix,latifi,3,Williams,12,10,0,52,3109.171,48,13,0.001079699,227.339,1,Finished,0,0,1,0
7/3/2022,1083,817,British Grand Prix,ricciardo,1,McLaren,13,14,0,52,3153.52,34,11,0.001072269,228.914,1,Finished,0,0,1,0
7/3/2022,1083,852,British Grand Prix,tsunoda,213,AlphaTauri,14,13,0,52,3076.068,51,15,0.001086019,226.016,1,Finished,0,0,1,0
7/3/2022,1083,839,British Grand Prix,ocon,214,Alpine F1 Team,15,15,0,37,2981.102,37,14,0.001082604,226.729,48,Fuel pump,0,0,0,0
7/3/2022,1083,842,British Grand Prix,gasly,213,AlphaTauri,16,11,0,26,3078.582,18,16,0.001095069,224.148,130,Collision damage,0,0,0,0
7/3/2022,1083,822,British Grand Prix,bottas,51,Alfa Romeo,17,12,0,20,3055.732,19,17,0.001100729,222.996,6,Gearbox,0,0,0,0
7/3/2022,1083,847,British Grand Prix,russell,131,Mercedes,18,8,0,0,0,0,0,0,0,4,Collision,0,1,0,1
7/3/2022,1083,855,British Grand Prix,zhou,51,Alfa Romeo,19,9,0,0,0,0,0,0,0,4,Collision,0,1,0,1
7/3/2022,1083,848,British Grand Prix,albon,3,Williams,20,16,0,0,0,0,0,0,0,4,Collision,0,0,0,1
6/19/2022,1082,830,Canadian Grand Prix,max_verstappen,9,Red Bull,1,1,25,70,47.921,64,2,0.000877766,207.012,1,Finished,1,1,1,0
6/19/2022,1082,832,Canadian Grand Prix,sainz,6,Ferrari,2,3,19,70,49.096,63,1,0.000876725,207.258,1,Finished,0,1,1,0
6/19/2022,1082,1,Canadian Grand Prix,hamilton,131,Mercedes,3,4,15,70,47.686,69,4,0.000881563,206.12,1,Finished,0,1,1,0
6/19/2022,1082,847,Canadian Grand Prix,russell,131,Mercedes,4,8,12,70,48.02,63,5,0.000884468,205.443,1,Finished,0,1,1,0
6/19/2022,1082,844,Canadian Grand Prix,leclerc,6,Ferrari,5,19,10,70,26.199,62,3,0.000878484,206.843,1,Finished,0,0,1,1
6/19/2022,1082,839,Canadian Grand Prix,ocon,214,Alpine F1 Team,6,7,8,70,49.629,62,9,0.000892477,203.6,1,Finished,0,1,1,0
6/19/2022,1082,822,Canadian Grand Prix,bottas,51,Alfa Romeo,7,11,6,70,26.089,64,8,0.000891319,203.864,1,Finished,0,0,1,1
6/19/2022,1082,855,Canadian Grand Prix,zhou,51,Alfa Romeo,8,10,4,70,48.261,60,7,0.000890359,204.084,1,Finished,0,0,1,0
6/19/2022,1082,4,Canadian Grand Prix,alonso,214,Alpine F1 Team,9,2,2,70,48.918,63,6,0.000886319,205.014,1,Finished,0,1,1,0
6/19/2022,1082,840,Canadian Grand Prix,stroll,117,Aston Martin,10,17,1,70,25.252,64,10,0.000896076,202.782,1,Finished,0,0,1,1
6/19/2022,1082,817,Canadian Grand Prix,ricciardo,1,McLaren,11,9,0,70,52.77,59,13,0.000901991,201.452,1,Finished,0,1,1,0
6/19/2022,1082,20,Canadian Grand Prix,vettel,117,Aston Martin,12,16,0,70,47.087,63,15,0.000902269,201.39,1,Finished,0,0,1,0
6/19/2022,1082,848,Canadian Grand Prix,albon,3,Williams,13,12,0,70,47.334,59,14,0.000902211,201.403,1,Finished,0,0,1,0
6/19/2022,1082,842,Canadian Grand Prix,gasly,213,AlphaTauri,14,15,0,70,47.17,60,12,0.000900579,201.768,1,Finished,0,0,1,0
6/19/2022,1082,846,Canadian Grand Prix,norris,1,McLaren,15,14,0,70,67.166,63,11,0.000896933,202.588,1,Finished,0,0,1,0
6/19/2022,1082,849,Canadian Grand Prix,latifi,3,Williams,16,18,0,70,54.054,61,18,0.000909028,199.893,1,Finished,0,0,1,0
6/19/2022,1082,825,Canadian Grand Prix,kevin_magnussen,210,Haas F1 Team,17,5,0,70,38.262,11,16,0.00090331,201.158,1,Finished,0,1,1,0
6/19/2022,1082,852,Canadian Grand Prix,tsunoda,213,AlphaTauri,18,20,0,47,46.698,15,17,0.000906354,200.482,3,Accident,0,0,0,0
6/19/2022,1082,854,Canadian Grand Prix,mick_schumacher,210,Haas F1 Team,19,6,0,18,0,13,20,0.00091397,198.812,5,Engine,0,1,0,1
6/19/2022,1082,815,Canadian Grand Prix,perez,9,Red Bull,20,13,0,7,0,7,19,0.000912546,199.122,6,Gearbox,0,0,0,1
6/12/2022,1081,830,Azerbaijan Grand Prix,max_verstappen,9,Red Bull,1,3,25,51,42.19,50,2,0.001227431,203.779,1,Finished,1,1,1,0
6/12/2022,1081,815,Azerbaijan Grand Prix,perez,9,Red Bull,2,2,19,51,45.728,36,1,0.001227384,203.787,1,Finished,0,1,1,0
6/12/2022,1081,847,Azerbaijan Grand Prix,russell,131,Mercedes,3,5,15,51,41.065,42,4,0.001240475,201.636,1,Finished,0,1,1,0
6/12/2022,1081,1,Azerbaijan Grand Prix,hamilton,131,Mercedes,4,7,12,51,42.301,39,3,0.001238935,201.887,1,Finished,0,1,1,0
6/12/2022,1081,842,Azerbaijan Grand Prix,gasly,213,AlphaTauri,5,6,10,51,22.698,39,16,0.001256007,199.143,1,Finished,0,1,1,1
6/12/2022,1081,20,Azerbaijan Grand Prix,vettel,117,Aston Martin,6,9,8,51,20.249,41,12,0.001252384,199.719,1,Finished,0,1,1,1
6/12/2022,1081,4,Azerbaijan Grand Prix,alonso,214,Alpine F1 Team,7,10,6,51,20.571,49,8,0.001249873,200.12,1,Finished,0,0,1,1
6/12/2022,1081,817,Azerbaijan Grand Prix,ricciardo,1,McLaren,8,12,4,51,21.794,44,13,0.001253194,199.589,1,Finished,0,0,1,1
6/12/2022,1081,846,Azerbaijan Grand Prix,norris,1,McLaren,9,11,2,51,21.443,37,9,0.001249965,200.105,1,Finished,0,0,1,1
6/12/2022,1081,839,Azerbaijan Grand Prix,ocon,214,Alpine F1 Team,10,13,1,51,22.638,36,14,0.001253438,199.551,1,Finished,0,0,1,1
6/12/2022,1081,822,Azerbaijan Grand Prix,bottas,51,Alfa Romeo,11,15,0,50,20.979,42,11,0.001252072,199.768,11,+1 Lap,0,0,0,1
6/12/2022,1081,848,Azerbaijan Grand Prix,albon,3,Williams,12,17,0,50,47.117,48,7,0.001249606,200.163,11,+1 Lap,0,0,0,0
6/12/2022,1081,852,Azerbaijan Grand Prix,tsunoda,213,AlphaTauri,13,8,0,50,64.583,42,5,0.001244479,200.987,11,+1 Lap,0,1,0,0
6/12/2022,1081,854,Azerbaijan Grand Prix,mick_schumacher,210,Haas F1 Team,14,20,0,50,49.204,40,15,0.001254745,199.343,11,+1 Lap,0,0,0,0
6/12/2022,1081,849,Azerbaijan Grand Prix,latifi,3,Williams,15,18,0,50,51.464,37,20,0.001268322,197.209,11,+1 Lap,0,0,0,0
6/12/2022,1081,840,Azerbaijan Grand Prix,stroll,117,Aston Martin,16,19,0,46,22.059,38,10,0.00125044,200.029,76,Vibrations,0,0,0,1
6/12/2022,1081,825,Azerbaijan Grand Prix,kevin_magnussen,210,Haas F1 Team,17,16,0,31,21.555,12,18,0.001259132,198.648,131,Power Unit,0,0,0,1
6/12/2022,1081,855,Azerbaijan Grand Prix,zhou,51,Alfa Romeo,18,14,0,23,23.001,12,17,0.001258368,198.769,9,Hydraulics,0,0,0,1
6/12/2022,1081,844,Azerbaijan Grand Prix,leclerc,6,Ferrari,19,1,0,21,23.212,13,6,0.001244572,200.972,131,Power Unit,0,1,0,1
6/12/2022,1081,832,Azerbaijan Grand Prix,sainz,6,Ferrari,20,4,0,8,0,3,19,0.001261319,198.304,9,Hydraulics,0,1,0,1
5/29/2022,1080,815,Monaco Grand Prix,perez,9,Red Bull,1,3,25,64,1221.007,46,4,0.000879954,158.01,1,Finished,1,1,1,0
5/29/2022,1080,832,Monaco Grand Prix,sainz,6,Ferrari,2,2,18,64,1199.459,47,7,0.000884502,157.197,1,Finished,0,1,1,0
5/29/2022,1080,830,Monaco Grand Prix,max_verstappen,9,Red Bull,3,4,15,64,1229.514,47,5,0.000880231,157.96,1,Finished,0,1,1,0
5/29/2022,1080,844,Monaco Grand Prix,leclerc,6,Ferrari,4,1,12,64,1230.566,46,6,0.000882512,157.552,1,Finished,0,1,1,0
5/29/2022,1080,847,Monaco Grand Prix,russell,131,Mercedes,5,6,10,64,1202.897,42,8,0.000889236,156.36,1,Finished,0,1,1,0
5/29/2022,1080,846,Monaco Grand Prix,norris,1,McLaren,6,5,9,64,1257.268,55,1,0.000864502,160.834,1,Finished,0,1,1,0
5/29/2022,1080,4,Monaco Grand Prix,alonso,214,Alpine F1 Team,7,7,6,64,1206.584,50,3,0.000878264,158.314,1,Finished,0,1,1,0
5/29/2022,1080,1,Monaco Grand Prix,hamilton,131,Mercedes,8,8,4,64,1235.584,51,9,0.000893553,155.605,1,Finished,0,1,1,0
5/29/2022,1080,822,Monaco Grand Prix,bottas,51,Alfa Romeo,9,12,2,64,1212.564,57,14,0.000898148,154.809,1,Finished,0,0,1,0
5/29/2022,1080,20,Monaco Grand Prix,vettel,117,Aston Martin,10,9,1,64,1219.593,54,12,0.000897662,154.893,1,Finished,0,1,1,0
5/29/2022,1080,842,Monaco Grand Prix,gasly,213,AlphaTauri,11,17,0,64,1233.716,61,10,0.000895185,155.321,1,Finished,0,0,1,0
5/29/2022,1080,839,Monaco Grand Prix,ocon,214,Alpine F1 Team,12,10,0,64,1211.36,50,13,0.000897813,154.867,1,Finished,0,0,1,0
5/29/2022,1080,817,Monaco Grand Prix,ricciardo,1,McLaren,13,14,0,64,1194.729,59,11,0.000897361,154.945,1,Finished,0,0,1,0
5/29/2022,1080,840,Monaco Grand Prix,stroll,117,Aston Martin,14,18,0,64,1260.096,56,15,0.000898981,154.665,1,Finished,0,0,1,0
5/29/2022,1080,849,Monaco Grand Prix,latifi,3,Williams,15,19,0,63,1281.873,43,18,0.000909479,152.88,11,+1 Lap,0,0,0,0
5/29/2022,1080,855,Monaco Grand Prix,zhou,51,Alfa Romeo,16,20,0,63,1199.829,52,17,0.000905093,153.621,11,+1 Lap,0,0,0,0
5/29/2022,1080,852,Monaco Grand Prix,tsunoda,213,AlphaTauri,17,11,0,63,1250.799,61,2,0.000871921,159.465,11,+1 Lap,0,0,0,0
5/29/2022,1080,848,Monaco Grand Prix,albon,3,Williams,18,16,0,48,1244.425,40,16,0.000903044,153.969,26,Mechanical,0,0,0,0
5/29/2022,1080,854,Monaco Grand Prix,mick_schumacher,210,Haas F1 Team,19,15,0,24,64.491,24,19,0.000981227,141.701,3,Accident,0,0,0,0
5/29/2022,1080,825,Monaco Grand Prix,kevin_magnussen,210,Haas F1 Team,20,13,0,19,0,18,20,0.001085116,128.135,34,Water pressure,0,0,0,1
5/22/2022,1079,830,Spanish Grand Prix,max_verstappen,9,Red Bull,1,2,25,66,66.08,46,4,0.000989074,196.943,1,Finished,1,1,1,0
5/22/2022,1079,815,Spanish Grand Prix,perez,9,Red Bull,2,5,19,66,65.345,55,1,0.000973472,200.099,1,Finished,0,1,1,0
5/22/2022,1079,847,Spanish Grand Prix,russell,131,Mercedes,3,4,15,66,67.008,53,3,0.000979583,198.851,1,Finished,0,1,1,0
5/22/2022,1079,832,Spanish Grand Prix,sainz,6,Ferrari,4,3,12,66,66.51,49,7,0.000995197,195.731,1,Finished,0,1,1,0
